"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.0","","","","1"
"2016-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.8","","","","1"
"2016-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.8","","","","1"
"2016-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.9","","","","1"
"2016-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.3","","","","1"
"2016-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.5","","","","1"
"2016-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","10.4","","","","1"
"2017-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.9","","","","1"
"2017-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.1","","","","1"
"2017-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.8","","","","1"
"2017-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.2","","","","1"
"2017-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.3","","","","1"
"2017-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.8","","","","1"
"2017-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.2","","","","1"
"2017-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.9","","","","1"
"2017-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.3","","","","1"
"2017-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.6","","","","1"
"2017-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.0","","","","1"
"2017-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.0","","","","1"
"2018-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.8","","","","1"
"2018-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.8","","","","1"
"2018-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.7","","","","1"
"2018-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.7","","","","1"
"2018-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.7","","","","1"
"2018-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.6","","","","1"
"2018-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.9","","","","1"
"2018-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.2","","","","1"
"2018-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.3","","","","1"
"2018-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.7","","","","1"
"2018-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.1","","","","1"
"2018-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.6","","","","1"
"2019-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.5","","","","1"
"2019-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.5","","","","1"
"2019-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.7","","","","1"
"2019-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.8","","","","1"
"2019-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.9","","","","1"
"2019-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.9","","","","1"
"2019-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.5","","","","1"
"2019-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.6","","","","1"
"2019-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.3","","","","1"
"2019-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.2","","","","1"
"2019-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.8","","","","1"
"2019-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.0","","","","1"
"2020-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.4","","","","1"
"2020-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.1","","","","1"
"2020-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.3","","","","1"
"2020-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.7","","","","1"
"2020-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","10.5","","","","1"
"2020-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","11.6","","","","1"
"2020-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","11.7","","","","1"
"2020-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","10.5","","","","1"
"2020-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.8","","","","1"
"2020-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.8","","","","1"
"2020-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","9.3","","","","1"
"2020-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","8.7","","","","1"
"2014-08","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.1","","","","1"
"2014-09","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.3","","","","1"
"2014-10","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.4","","","","1"
"2014-11","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.9","","","","1"
"2014-12","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.4","","","","1"
"2015-01","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","11.0","","","","1"
"2015-02","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.8","","","","1"
"2015-03","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.7","","","","1"
"2015-04","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.6","","","","1"
"2015-05","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.7","","","","1"
"2015-06","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.7","","","","1"
"2015-07","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.8","","","","1"
"2015-08","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.7","","","","1"
"2015-09","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.2","","","","1"
"2015-10","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.8","","","","1"
"2015-11","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.8","","","","1"
"2015-12","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.0","","","","1"
"2016-01","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","9.9","","","","1"
"2016-02","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.3","","","","1"
"2016-03","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.6","","","","1"
"2016-04","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","11.1","","","","1"
"2016-05","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.9","","","","1"
"2016-06","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","11.0","","","","1"
"2016-07","Prince Edward Island","2016A000211","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445814","4.5.1.1","10.4","","","","1"
